Rank,Release Group,Worldwide,Domestic,Domestic %,Foreign,Foreign %,Year
1068,Detective Chinatown,125842935,474252,0.003768602504383738,125368683,0.9962313974956163,2015
1069,Wolf Totem,125837070,210591,0.0016735211651065938,125626479,0.9983264788348934,2015
1070,Mechanic: Resurrection,125729635,21218403,0.1687621458536804,104511232,0.8312378541463196,2016
1071,Ender's Game,125544024,61737191,0.49175730578780874,63806833,0.5082426942121913,2013
1072,Happy Death Day,125479266,55683845,0.44376929173302626,69795421,0.5562307082669737,2017
1073,Captain Underpants: The First Epic Movie,125427681,73921000,0.5893515642691345,51506681,0.4106484357308655,2017
1074,Legally Blonde 2,124914842,90186328,0.7219824846754399,34728514,0.2780175153245601,2003
1075,The Family Man,124745083,75793305,0.6075855110056723,48951778,0.39241448899432774,2000
1076,Ride Along 2,124605297,91221830,0.7320862932496361,33383467,0.2679137067503639,2015
1077,Coraline,124596837,75286229,0.6042386854491338,49310608,0.39576131455086616,2009
1078,Ray,123971376,75331600,0.6076531731002163,48639776,0.39234682689978373,2004
1079,The Time Machine,123729176,56832494,0.4593297703687932,66896682,0.5406702296312068,2002
1080,The Theory of Everything,123726688,35893537,0.2901034334645731,87833151,0.7098965665354269,2014
1081,The Queen,123384128,56441711,0.4574470956264326,66942417,0.5425529043735674,2006
1082,Nanny McPhee,123276807,47144110,0.3824248141014879,76132697,0.6175751858985121,2005
1083,Big Fish,123218424,66809693,0.5422053848051165,56408731,0.4577946151948835,2003
1084,Hide and Seek,123204920,51100486,0.41476010860605245,72104434,0.5852398913939476,2005
1085,The Curse of La Llorona,123133739,54733739,0.4445064321485438,68400000,0.5554935678514562,2019
1086,The Lego Ninjago Movie,123081555,59281555,0.4816445079849698,63800000,0.5183554920150302,2017
1087,The Pirates! Band of Misfits,123054041,31051126,0.25233731251458863,92002915,0.7476626874854114,2012
1088,Looking Up,122994583,84267,0.0006851277344466463,122910316,0.9993148722655534,2019
1089,Zombieland: Double Tap,122810399,73123082,0.5954144160056023,49687317,0.40458558399439776,2019
1090,Dragon Blade,122593849,74068,0.0006041738684621934,122519781,0.9993958261315378,2015
1091,Spirit: Stallion of the Cimarron,122563539,73280117,0.5978949171825073,49283422,0.40210508281749274,2002
1092,Surrogates,122444772,38577772,0.3150626308487879,83867000,0.6849373691512121,2009
1093,Invictus,122233971,37491364,0.3067180399465219,84742607,0.6932819600534781,2009
1094,Prisoners,122126687,61002302,0.4995001788593512,61124385,0.5004998211406488,2013
1095,Secret Superstar,122026260,0,0.0,122026260,1.0,2017
1096,Peter Pan,121975011,48462608,0.3973158731668407,73512403,0.6026841268331593,2003
1097,PAW Patrol: The Movie,121819471,40019471,0.32851456890664055,81800000,0.6714854310933595,2021
1098,Deepwater Horizon,121790373,61433527,0.5044202221139433,60356846,0.4955797778860567,2016
1099,Pride & Prejudice,121616555,38405088,0.31578832339067653,83211467,0.6842116766093235,2005
1100,Last Christmas,121550750,35150750,0.2891857927655732,86400000,0.7108142072344268,2019
1101,Soul,120957731,0,0.0,120957731,1.0,2020
1102,The Nut Job,120885527,64251541,0.531507307735855,56633986,0.4684926922641451,2014
1103,Intolerable Cruelty,120801243,35327628,0.2924442424818427,85473615,0.7075557575181574,2003
1104,Apocalypto,120673227,50866635,0.42152378174157884,69806592,0.5784762182584211,2006
1105,Instant Family,120556201,67363237,0.5587704028596588,53192964,0.4412295971403412,2018
1106,Eight Below,120455994,81612565,0.6775301277244866,38843429,0.3224698722755133,2006
1107,Red Cliff II,120432178,0,0.0,120432178,1.0,2009
1108,We Bought a Zoo,120081841,75624550,0.629775071486454,44457291,0.37022492851354605,2011
1109,The Pianist,120072577,32572577,0.27127407284679167,87500000,0.7287259271532084,2002
1110,The Omen,119974972,54607383,0.4551564554647281,65367589,0.544843544535272,2006
1111,The Commuter,119942387,36343858,0.3030109614210029,83598529,0.6969890385789971,2017
1112,Extreme Job,119932733,1565885,0.013056360518358236,118366848,0.9869436394816418,2019
1113,Parental Guidance,119772232,77267296,0.6451186114658028,42504936,0.35488138853419715,2012
1114,Road Trip,119754278,68540777,0.5723451232364325,51213501,0.4276548767635675,2000
1115,Spy Kids 2: Island of Lost Dreams,119723358,85846429,0.7170399363505991,33876929,0.2829600636494008,2002
1116,Dora and the Lost City of Gold,119682635,60477943,0.505319280445321,59204692,0.4946807195546789,2019
1117,Wonder Park,119559110,45216793,0.37819613244026323,74342317,0.6218038675597368,2019
1118,Allied,119520023,40098064,0.33549243878575896,79421959,0.664507561214241,2016
1119,Charlie Wilson's War,119483446,66661095,0.5579107167699198,52822351,0.44208928323008023,2007
1120,Sahara,119240351,68671925,0.5759117985152526,50568426,0.4240882014847474,2005
1121,Unfaithful,119137784,52775765,0.442980918631154,66362019,0.557019081368846,2002
1122,I Belonged to You,119107580,744541,0.006250995948368693,118363039,0.9937490040516314,2016
1123,The Shallows,119100758,55124043,0.46283536667331704,63976715,0.537164633326683,2016
1124,Forever Young,119055731,0,0.0,119055731,1.0,2017
1125,Final Destination 3,118890272,54098051,0.4550250419142787,64792221,0.5449749580857213,2006
1126,Hankyu Railways - A 15-minute Miracle,118799256,0,0.0,118799256,1.0,2011
1127,Lost in Translation,118685453,44585453,0.3756606380396088,74100000,0.6243393619603912,2003
1128,The Purge: Election Year,118587880,79213375,0.6679719293405025,39374505,0.3320280706594974,2016
1129,Jurassic Park 2013 Re-release,118192315,45385935,0.38400072796611184,72806380,0.6159992720338882,2013
1130,A Cool Fish,118153135,551876,0.004670853634141828,117601259,0.9953291463658581,2018
1131,Disturbia,118114220,80209692,0.6790858204879988,37904528,0.3209141795120012,2007
1132,Why Him?,118102725,60323786,0.5107738707976467,57778939,0.4892261292023533,2016
1133,Corpse Bride,118090836,53359111,0.4518480248543587,64731725,0.5481519751456413,2005
1134,P Storm,117991727,326711,0.0027689314183866466,117665016,0.9972310685816134,2019
1135,Saving Mr. Banks,117867984,83301580,0.7067362753909493,34566404,0.29326372460905076,2013
1136,Pompeii,117831631,23219748,0.19705869979852864,94611883,0.8029413002014714,2014
1137,Magic Mike XXL,117813057,66013057,0.5603203811271954,51800000,0.43967961887280455,2015
1138,The Notebook,117812623,81001787,0.6875476068468487,36810836,0.3124523931531513,2004
1139,Game Night,117679066,69179066,0.5878621266419637,48500000,0.41213787335803637,2018
1140,The Forgotten,117592831,67133509,0.5708979742140914,50459322,0.42910202578590867,2004
1141,A Knight's Tale,117487473,56569702,0.4814956059187689,60917771,0.5185043940812311,2001
1142,Hotel for Dogs,117252578,73034460,0.6228814858126189,44218118,0.377118514187381,2009
1143,Paycheck,117248958,53790451,0.4587712498050516,63458507,0.5412287501949484,2003
1144,Dune,117100000,0,0.0,117100000,1.0,2021
1145,Water for Elephants,117094902,58709717,0.5013857648559286,58385185,0.49861423514407144,2011
1146,Warm Bodies,116980662,66380662,0.5674498747493838,50600000,0.4325501252506162,2013
1147,Barnyard,116755080,72637803,0.6221382658467624,44117277,0.3778617341532377,2006
1148,Finding Neverland,116650613,51680613,0.4430376461030685,64970000,0.5569623538969315,2004
1149,Freddy vs. Jason,116632628,82622655,0.7084008687517527,34009973,0.29159913124824727,2003
1150,Abraham Lincoln: Vampire Hunter,116471580,37519139,0.32213127872052566,78952441,0.6778687212794744,2012
1151,The Ugly Truth Slovenian Re-release,116383693,0,0.0,116383693,1.0,2009
1152,Personal Tailor,116126458,375892,0.0032369195312923434,115750566,0.9967630804687077,2013
1153,Body of Lies,115900897,39394666,0.33989957817151323,76506231,0.6601004218284868,2008
1154,The Chronicles of Riddick,115900534,57761012,0.49836709121633554,58139522,0.5016329087836644,2004
1155,The Iron Lady,115890699,30017992,0.25901985456140875,85872707,0.7409801454385913,2011
1156,Dragon Ball Super: Broly,115757940,30712119,0.26531328218176653,85045821,0.7346867178182335,2018
1157,A Nightmare on Elm Street,115694863,63075011,0.5451841971583474,52619852,0.4548158028416525,2010
1158,Detective Conan: The Fist of Blue Sapphire,115570314,0,0.0,115570314,1.0,2019
1159,Closer,115505027,33987757,0.2942534873395597,81517270,0.7057465126604403,2004
1160,Bride Wars,115375850,58715510,0.5089064132571938,56660340,0.49109358674280623,2009
1161,Pitch Perfect,115350426,65001093,0.5635097784554346,50349333,0.4364902215445654,2012
1162,The Gentlemen,115171795,36471795,0.31667297535824634,78700000,0.6833270246417537,2019
1163,The Monkey King 3,115084576,187074,0.0016255349457081026,114897502,0.998374465054292,2018
1164,Snow Dogs,115035090,81172560,0.7056330377104933,33862530,0.2943669622895066,2002
1165,Dear John,114984666,80014842,0.6958740220195969,34969824,0.3041259779804031,2010
1166,So Young,114926694,11186,9.733160861653256e-05,114915508,0.9999026683913834,2013
1167,The Lake House,114830111,52330111,0.455717673215521,62500000,0.5442823267844791,2006
1168,Book of Love,114679097,0,0.0,114679097,1.0,2016
1169,We Were Soldiers,114660784,78122718,0.6813377274657393,36538066,0.3186622725342607,2002
1170,Office Christmas Party,114501299,54767494,0.47831329843690246,59733805,0.5216867015630976,2016
1171,Hope Springs,114281051,63536011,0.5559627816163504,50745040,0.4440372183836496,2012
1172,The Score,114252154,71107711,0.6223752332931947,43144443,0.3776247667068054,2001
1173,Step Up,114194847,65328121,0.5720759098700837,48866726,0.4279240901299163,2006
1174,Seventh Son,114178613,17223265,0.15084493100297164,96955348,0.8491550689970284,2014
1175,My Love,114016434,86252,0.0007564874375916721,113930182,0.9992435125624083,2021
1176,Coyote Ugly,113916474,60786269,0.5336038490798092,53130205,0.4663961509201909,2000
1177,Saw V,113864059,56746769,0.49837296771582684,57117290,0.5016270322841732,2008
1178,Insomnia,113714830,67355513,0.5923195154053346,46359317,0.40768048459466544,2002
1179,Changeling,113398237,35739802,0.31517070234522254,77658435,0.6848292976547775,2008
1180,Rambo,113244290,42754105,0.37753872623511525,70490185,0.6224612737648847,2008
1181,The Dark Tower,113231078,50701325,0.44776863291895885,62529753,0.5522313670810411,2017
1182,Pet Sematary,113118226,54724696,0.4837831880425706,58393530,0.5162168119574294,2019
1183,White Chicks,113086475,70831760,0.6263504101617811,42254715,0.37364958983821894,2004
1184,The Boss Baby: Family Business,113029895,57278895,0.5067588092513047,55751000,0.49324119074869527,2021
1185,Insidious: Chapter 3,112983889,52218558,0.46217702773534375,60765331,0.5378229722646563,2015
1186,Final Destination,112880294,53331147,0.47245754870199047,59549147,0.5275424512980096,2000
1187,Cats & Dogs: The Revenge of Kitty Galore,112483764,43585753,0.3874848373672844,68898011,0.6125151626327155,2010
1188,Tooth Fairy,112462508,60022256,0.5337090295016362,52440252,0.46629097049836377,2010
1189,Boonie Bears: Blast Into the Past,112367881,0,0.0,112367881,1.0,2019
1190,How to Be Single,112343513,46843513,0.4169667811616324,65500000,0.5830332188383677,2016
1191,The Exorcist 2000 Director's Cut,112053066,39671011,0.3540377110252387,72382055,0.6459622889747613,2000
1192,The Purge: Anarchy,111928365,71962800,0.6429362208587609,39965565,0.35706377914123916,2014
1193,"Dad, Where Are We Going?",111870000,0,0.0,111870000,1.0,2014
1194,Get Hard,111711453,90411453,0.809330203591569,21300000,0.19066979640843093,2015
1195,Underworld: Evolution,111476513,62318875,0.5590314347202446,49157638,0.44096856527975536,2006
1196,Fool's Gold,111231041,70231041,0.6313978577257044,41000000,0.36860214227429555,2008
1197,The Call of the Wild,111105497,62342368,0.5611096631879519,48763129,0.4388903368120481,2020
1198,The Dukes of Hazzard,111069515,80270227,0.7227025975579348,30799288,0.27729740244206524,2005
1199,Good Boys,111037232,83140306,0.748760613917321,27896926,0.251239386082679,2019
1200,Mission to Mars,110983407,60883407,0.5485811676334643,50100000,0.4514188323665357,2000
1201,The Santa Clause 3: The Escape Clause,110768122,84500122,0.7628559595873622,26268000,0.23714404041263784,2006
1202,Free Birds,110387072,55750480,0.5050453734292364,54636592,0.49495462657076367,2013
1203,The Kid,110317580,69691949,0.6317392839835682,40625631,0.36826071601643184,2000
1204,10 Cloverfield Lane,110216998,72082998,0.6540098107190326,38134000,0.34599018928096736,2016
1205,Moneyball,110206216,75605492,0.6860365480654921,34600724,0.3139634519345079,2011
1206,Buddies in India,110155128,293194,0.002661646401064506,109861934,0.9973383535989355,2017
1207,Hoodwinked,110013167,51386611,0.46709509780770153,58626556,0.5329049021922985,2005
1208,The 5th Wave,109906372,34916787,0.3176957474312772,74989585,0.6823042525687227,2015
1209,Peter Pan 2: Return to Never Land,109862682,48430258,0.4408253750805028,61432424,0.5591746249194972,2002
1210,Sideways,109706931,71503593,0.6517691484779572,38203338,0.34823085152204286,2004
1211,The Prestige,109676311,53089891,0.4840597802382321,56586420,0.5159402197617678,2006
1212,Treasure Planet,109578115,38176783,0.3483978803614207,71401332,0.6516021196385793,2002
1213,Along With the Gods: The Two Worlds,109383972,1908823,0.017450664526974757,107475149,0.9825493354730253,2017
1214,Billy Elliot,109280263,21995263,0.20127388419627065,87285000,0.7987261158037293,2000
1215,Transporter 3,108979549,31715062,0.2910184735669993,77264487,0.7089815264330007,2008
1216,Earth,108975160,32011576,0.293751126403485,76963584,0.706248873596515,2007
1217,The Reader,108902486,34194407,0.3139910598551442,74708079,0.6860089401448558,2008
1218,The Hours,108846072,41675994,0.382889278723811,67170078,0.617110721276189,2002
1219,Sanctum,108609310,23209310,0.2136954005140075,85400000,0.7863045994859925,2010
1220,Cinderella Man,108539911,61649911,0.5679930122662437,46890000,0.4320069877337563,2005
1221,Confessions of a Shopaholic,108394089,44277350,0.40848491286273,64116739,0.59151508713727,2009
1222,The Boxtrolls,108255770,50837305,0.4696036525351027,57418465,0.5303963474648973,2014
1223,Hidalgo,108040622,67303450,0.6229457842254925,40737172,0.3770542157745075,2004
1224,Asterix & Obelix: Mission Cleopatra,108012365,0,0.0,108012365,1.0,2002
1225,Neighbors 2: Sorority Rising,108007109,55455765,0.5134455084803723,52551344,0.48655449151962765,2016
1226,Arthur and the Invisibles,107944236,15132763,0.14019056098558147,92811473,0.8598094390144185,2006
1227,Horrible Bosses 2,107645357,54445357,0.5057845365313806,53200000,0.49421546346861944,2014
1228,Paul Blart: Mall Cop 2,107588225,71038190,0.6602784830774929,36550035,0.33972151692250707,2015
1229,The Amityville Horror,107516369,65233369,0.6067296506265013,42283000,0.39327034937349864,2005
1230,Vacation,107228221,58884188,0.5491482321617552,48344033,0.45085176783824477,2015
1231,Shaft,107196498,70334258,0.656124587204332,36862240,0.343875412795668,2000
1232,ParaNorman,107139399,56003051,0.5227120137196215,51136348,0.4772879862803785,2012
1233,The Texas Chainsaw Massacre,107071655,80571655,0.7525021911728179,26500000,0.24749780882718214,2003
1234,Harmony,107056263,0,0.0,107056263,1.0,2010
1235,The Man from U.N.C.L.E.,107045109,45445109,0.42454166682197503,61600000,0.575458333178025,2015
1236,The Breakup Guru,106980263,208959,0.00195324814260365,106771304,0.9980467518573963,2014
1237,Hereafter,106956330,32746941,0.30617113545313307,74209389,0.693828864546867,2010
1238,Made of Honor,106407672,46012734,0.43241932780937076,60394938,0.5675806721906292,2008
1239,Race to Witch Mountain,106387141,67172594,0.6313976799132143,39214547,0.3686023200867857,2009
1240,Chronicles of the Ghostly Tribe,106380000,0,0.0,106380000,1.0,2015
1241,The Whole Nine Yards,106371651,57262492,0.5383247459419428,49109159,0.46167525405805726,2000
1242,Shaun the Sheep Movie,106209378,19375982,0.18243193176406702,86833396,0.817568068235933,2015
1243,About Schmidt,105834556,65016287,0.6143200241705554,40818269,0.3856799758294446,2002
1244,Forgetting Sarah Marshall,105833257,63172463,0.5969055927287582,42660794,0.4030944072712418,2008
1245,Life as We Know It,105734416,53374681,0.50479950634049,52359735,0.4952004936595101,2010
1246,First Man,105697415,44936545,0.4251432733714443,60760870,0.5748567266285557,2018
1247,Planet 51,105647102,42194060,0.39938681895883904,63453042,0.600613181041161,2009
1248,The Brothers Grimm,105316267,37916267,0.36002289181024616,67400000,0.6399771081897538,2005
1249,Gangster Squad,105200903,46000903,0.4372671877160598,59200000,0.5627328122839402,2013
1250,Along Came a Spider,105178561,74078174,0.7043086851131192,31100387,0.2956913148868808,2001
1251,Sisters,105011053,87044645,0.8289093625220576,17966408,0.17109063747794245,2015
1252,The Campaign,104907746,86907746,0.8284206773444546,18000000,0.17157932265554537,2012
1253,Training Day,104876233,76631907,0.7306889731632523,28244326,0.2693110268367477,2001
1254,Let the Bullets Fly,104723314,63012,0.0006016998277957476,104660302,0.9993983001722042,2010
1255,Scary Stories to Tell in the Dark,104545505,68947075,0.6594934425922951,35598430,0.3405065574077049,2019
1256,The Hitchhiker's Guide to the Galaxy,104478416,51085416,0.48895664727535687,53393000,0.5110433527246432,2005
1257,Book Club,104438188,68566296,0.6565251400187065,35871892,0.34347485998129346,2018
1258,The Girl with the Dragon Tattoo,104414200,10095170,0.09668388016189369,94319030,0.9033161198381063,2009
1259,The Tuxedo,104391623,50547998,0.4842150792118636,53843625,0.5157849207881364,2002
1260,The Cell,104155843,61334059,0.5888681540410555,42821784,0.4111318459589444,2000
1261,Little Man,104003322,58645052,0.5638767192455642,45358270,0.4361232807544359,2006
1262,The Water Horse,103967384,40946255,0.3938375038848722,63021129,0.6061624961151278,2007
1263,Wrath of Man,103966489,27466489,0.26418598208120697,76500000,0.7358140179187931,2021
1264,The Tales of Wukong,103818506,0,0.0,103818506,1.0,2017
1265,Ouija,103590271,50856010,0.49093423068658637,52734261,0.5090657693134136,2014
1266,The Stepford Wives,103370127,59484742,0.5754538929801257,43885385,0.42454610701987433,2004
1267,Rugrats in Paris,103291131,76507756,0.7407001478181123,26783375,0.2592998521818877,2000
1268,Birdman or (The Unexpected Virtue of Ignorance),103215094,42340598,0.41021711417518064,60874496,0.5897828858248194,2014
1269,Cold War II,103197501,560824,0.00543447268165922,102636677,0.9945655273183408,2016
1270,Guess Who,103121466,68915888,0.6682981795468268,34205578,0.33170182045317315,2005
1271,Night School,103105878,77339130,0.75009428657404,25766748,0.24990571342596005,2018
1272,Saw,103096345,55185045,0.5352764445723076,47911300,0.4647235554276924,2004
1273,Transcendence,103039258,23022309,0.22343240282262125,80016949,0.7765675971773788,2014
1274,Jimmy Neutron: Boy Genius,102992536,80936232,0.7858456072972123,22056304,0.21415439270278772,2001
1275,Resident Evil,102984862,40119709,0.3895689931594024,62865153,0.6104310068405976,2002
1276,Jigsaw,102952888,38052832,0.3696140316141496,64900056,0.6303859683858505,2017
1277,Just Like Heaven,102854431,48318130,0.4697719828910434,54536301,0.5302280171089566,2005
1278,Love & Other Drugs,102820008,32367005,0.31479286599549766,70453003,0.6852071340045023,2010
1279,Chappie,102811889,31569268,0.3070585348354022,71242621,0.6929414651645979,2015
1280,Star Wars: Episode I - The Phantom Menace 2012 3D Release,102739593,43456382,0.4229759991359903,59283211,0.5770240008640096,2012
1281,Project X,102731865,54731865,0.5327642499238187,48000000,0.46723575007618134,2012
1282,Zombieland,102392080,75590286,0.7382434852383114,26801794,0.2617565147616886,2009
1283,Ghosts of Girlfriends Past,102366815,55250026,0.5397259453661815,47116789,0.4602740546338186,2009
1284,The Wild,102338515,37384046,0.36529791349815854,64954469,0.6347020865018415,2006
1285,Dawn of the Dead,102278712,59020957,0.5770600337634287,43257755,0.4229399662365713,2004
1286,John Q,102244770,71756802,0.7018139118509436,30487968,0.29818608814905645,2002
1287,Railroad Tigers,102205175,218044,0.002133394908819441,101987131,0.9978666050911805,2016
1288,Heaven Is for Real,101888019,91443253,0.8974877900020806,10444766,0.10251220999791938,2014
1289,Detective Conan: Zero the Enforcer,101860359,0,0.0,101860359,1.0,2018
1290,The Devil Inside,101758490,53261944,0.5234152354265477,48496546,0.4765847645734523,2012
1291,Pineapple Express,101624843,87341380,0.8594491014367422,14283463,0.1405508985632578,2008
1292,Just Married,101564935,56127162,0.5526234226408947,45437773,0.4473765773591053,2003
1293,Miss Congeniality 2: Armed & Fabulous,101393569,48478006,0.4781171673718281,52915563,0.5218828326281719,2005
1294,The Time Traveler's Wife,101344412,63414846,0.625735990258644,37929566,0.37426400974135604,2009
1295,Hitman,101276318,39687694,0.3918753641892866,61588624,0.6081246358107134,2007
1296,The Recruit,101191884,52802140,0.5218021239727091,48389744,0.47819787602729086,2003
1297,Joy,101134059,56451232,0.5581822044737669,44682827,0.4418177955262332,2015
1298,Little Miss Sunshine,101058954,59891098,0.5926352453638101,41167856,0.4073647546361899,2006
1299,Kung Fu Hustle,100912445,17108591,0.16953896023429024,83803854,0.8304610397657097,2004
1300,My Bloody Valentine,100734718,51545952,0.5116999682274387,49188766,0.48830003177256126,2009
1301,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",100654149,66954149,0.665190155251325,33700000,0.334809844748675,2014
1302,Silent Hill,100605135,46982632,0.46700033750762326,53622503,0.5329996624923767,2006
1303,Ladder 49,100572044,74541707,0.7411772102394578,26030337,0.2588227897605422,2004
1304,Life,100541806,30234022,0.30071095003008,70307784,0.69928904996992,2017
1305,Instructions Not Included,100486616,44467206,0.44251869323572407,56019410,0.557481306764276,2013
1306,Tammy,100375432,84525432,0.8420928340313395,15850000,0.15790716596866053,2014
1307,PK,100370104,10616104,0.10576958254422054,89754000,0.8942304174557795,2014
1308,Aftershock,100293273,62962,0.0006277788940041871,100230311,0.9993722211059958,2010
1309,The Good Shepherd,100266865,59952835,0.5979326769616263,40314030,0.40206732303837367,2006
1310,Where the Wild Things Are,100140096,77233467,0.7712541737527394,22906629,0.22874582624726064,2009
1311,Philomena,100129872,37709979,0.376610678180034,62419893,0.623389321819966,2013
1312,The Continent,100125957,0,0.0,100125957,1.0,2014
1313,Nim's Island,100104565,48006762,0.4795661616430779,52097803,0.520433838356922,2008
1314,Don't Say a Word,100020092,55001642,0.5499059328999617,45018450,0.45009406710003824,2001
1315,Atomic Blonde,100014025,51687870,0.5168062179279356,48326155,0.48319378207206437,2017
1316,The Book of Life,99783556,50151543,0.5026032846534353,49632013,0.4973967153465647,2014
1317,Black Mass,99775678,62575678,0.6271636460340565,37200000,0.3728363539659435,2015
1318,Insidious,99557032,54009150,0.5424945773795266,45547882,0.45750542262047345,2011
1319,Line Walker 2: Invisible Spy,99482027,296751,0.002982960932229497,99185276,0.9970170390677705,2019
1320,The Lucky One,99357138,60457138,0.6084830865397914,38900000,0.39151691346020856,2012
1321,Hellboy,99318987,59623958,0.600327890980201,39695029,0.399672109019799,2004
1322,Shanghai Noon,99274467,56937502,0.5735362145031713,42336965,0.42646378549682873,2000
1323,Nacho Libre,99255460,80197993,0.8079957817937673,19057467,0.19200421820623267,2006
1324,Blue Jasmine,99104804,33405481,0.3370722674553698,65699323,0.6629277325446302,2013
1325,Ode to My Father,99085291,2300121,0.023213546398122804,96785170,0.9767864536018772,2014
1326,Justin Bieber: Never Say Never,99036827,73013910,0.7372399965923787,26022917,0.2627600034076213,2011
1327,Young Detective Dee: Rise of the Sea Dragon,98774891,87783,0.0008887177612780155,98687108,0.999111282238722,2013
1328,Spotlight,98690254,45055776,0.45653723821604514,53634478,0.5434627617839549,2015
1329,Umizaru 3: The Last Message,98663381,0,0.0,98663381,1.0,2010
1330,Devil and Angel,98599942,131058,0.0013291894228497619,98468884,0.9986708105771502,2015
1331,The Visit,98450062,65206105,0.6623267032579421,33243957,0.3376732967420579,2015
1332,Crash,98410061,54580300,0.5546211377716757,43829761,0.4453788622283244,2005
1333,Evolution,98376292,38345494,0.38978389224102894,60030798,0.6102161077589711,2001
1334,Riddick,98337295,42025135,0.4273570368190421,56312160,0.572642963180958,2013
1335,Deep Sea,98230905,46412757,0.47248630153616117,51818148,0.5275136984638389,2006
1336,Alpha,98203196,35857181,0.36513252582940375,62346015,0.6348674741705962,2018
1337,Killers,98159963,47059963,0.4794211566685289,51100000,0.5205788433314711,2010
1338,Once Upon a Time in Mexico,98096026,56359780,0.5745368318997958,41736246,0.4254631681002042,2003
1339,Paul,97984015,37412945,0.3818270255612612,60571070,0.6181729744387388,2011
1340,Along With the Gods: The Last 49 Days,97962238,1200246,0.012252129233715547,96761992,0.9877478707662845,2018
1341,Are We There Yet?,97918663,82674398,0.8443170634386623,15244265,0.15568293656133764,2005
1342,Fred Claus,97838349,72006777,0.7359770247145114,25831572,0.2640229752854885,2007
1343,Phone Booth,97837138,46566212,0.4759564001146477,51270926,0.5240435998853523,2003
1344,I Am Sam,97818139,40311852,0.4121101915463757,57506287,0.5878898084536244,2001
1345,A Simple Favor,97644617,53548586,0.5484028474401206,44096031,0.4515971525598795,2018
1346,Safe Haven,97594140,71349120,0.7310799603336839,26245020,0.26892003966631606,2013
1347,The Little Prince,97571250,1339152,0.013724862600407395,96232098,0.9862751373995926,2015
1348,Evil Dead,97542952,54239856,0.5560612518677925,43303096,0.44393874813220746,2013
1349,42,97470701,95020213,0.9748592348792074,2450488,0.025140765120792555,2013
1350,Scream 4,97138686,38180928,0.39305584183010256,58957758,0.6069441581698974,2011
1351,Jarhead,97076152,62658220,0.6454543027210226,34417932,0.35454569727897745,2005
1352,Legend of the Demon Cat,97051623,0,0.0,97051623,1.0,2017
1353,Enemy at the Gates,96976270,51401758,0.530044700626246,45574512,0.469955299373754,2001
1354,The Shack,96942115,57386418,0.5919658138261168,39555697,0.40803418617388326,2017
1355,Boonie Bears 5,96820519,0,0.0,96820519,1.0,2018
1356,Old Dogs,96753696,49492060,0.5115262986956075,47261636,0.48847370130439255,2009
1357,The Butterfly Effect,96693417,57938693,0.5991999744925759,38754724,0.40080002550742416,2004
1358,Christmas with the Kranks,96572480,73780539,0.7639913461888935,22791941,0.23600865381110644,2004
1359,The Rite,96560591,33047633,0.34224762563849676,63512958,0.6577523743615032,2011
1360,13 Going on 30,96455697,57231747,0.5933475033620875,39223950,0.4066524966379124,2004
1361,Vicky Cristina Barcelona,96409300,23216709,0.24081399823461014,73192591,0.7591860017653899,2008
1362,Contraband,96262212,66528000,0.6911123131057907,29734212,0.3088876868942093,2012
1363,Red Eye,96258201,57891803,0.6014220336405415,38366398,0.3985779663594586,2005
1364,Kick-Ass,96188903,48071303,0.4997593433413,48117600,0.5002406566587,2010
1365,The Tigger Movie,96159800,45554533,0.4737378093548448,50605267,0.5262621906451552,2000
1366,Assassination,96119773,1904682,0.019815714712518098,94215091,0.9801842852874819,2015
1367,The Manchurian Candidate,96105910,65955630,0.6862806876288877,30150280,0.3137193123711122,2004
1368,The 6th Day,96085477,34604280,0.36014058607420973,61481197,0.6398594139257903,2000
1369,Think Like a Man,96070507,91547205,0.9529168509540602,4523302,0.04708314904593977,2012
1370,Dolphin Tale,95932565,72286779,0.7535165874069978,23645786,0.2464834125930022,2011
1371,The Favourite,95918706,34366783,0.35829072798375744,61551923,0.6417092720162426,2018
1372,Teenage Mutant Ninja Turtles IV: Immortal,95797812,54149098,0.5652435777969542,41648714,0.4347564222030457,2007
1373,Be Cool,95763716,56046979,0.5852632013569733,39716737,0.41473679864302676,2005
1374,Qing sheng,95721752,100026,0.0010449662475881135,95621726,0.9989550337524119,2016
1375,My Sister's Keeper,95714875,49200230,0.5140290890000118,46514645,0.48597091099998824,2009
1376,Underworld,95708457,51970690,0.5430104259229673,43737767,0.4569895740770327,2003
1377,Shooter,95696996,47003582,0.49117092452933425,48693414,0.5088290754706658,2007
1378,Detective Conan: The Scarlet Bullet,95659979,0,0.0,95659979,1.0,2021
1379,The New King of Comedy,95618308,0,0.0,95618308,1.0,2019
1380,Poltergeist,95437994,47425125,0.49692080703205055,48012869,0.5030791929679495,2015
1381,The Mortal Instruments: City of Bones,95396573,31165421,0.32669329746258285,64231152,0.6733067025374172,2013
1382,Truth or Dare,95330493,41411015,0.43439421843753606,53919478,0.565605781562464,2018
1383,Rush,95224595,26947624,0.28299016656358583,68276971,0.7170098334364142,2013
1384,40 Days and 40 Nights,95146283,37950822,0.3988681512655623,57195461,0.6011318487344377,2002
1385,The Hustle,95017038,35417038,0.3727440756467277,59600000,0.6272559243532723,2019
