Rank,Release Group,Worldwide,Domestic,Domestic %,Foreign,Foreign %,Year
1681,Dreamcatcher,75715436,33715436,0.44529144625146183,42000000,0.5547085537485381,2003
1682,Bajrangi Bhaijaan,75547184,8178001,0.10825024265629808,67369183,0.8917497573437019,2015
1683,30 Days of Night,75513170,39569000,0.5240013099701681,35944170,0.47599869002983186,2007
1684,Stomp the Yard,75511123,61356221,0.8125454709500215,14154902,0.1874545290499785,2007
1685,Der Schuh des Manitu,75482094,0,0.0,75482094,1.0,2001
1686,Searching,75462037,26020957,0.3448218208050758,49441080,0.6551781791949242,2018
1687,The Change-Up,75450437,37081475,0.49146799507602584,38368962,0.5085320049239741,2011
1688,The Count of Monte Cristo,75395048,54234062,0.719331885033086,21160986,0.280668114966914,2002
1689,The Spy Who Dumped Me,75320680,33562069,0.4455890334500432,41758611,0.5544109665499568,2018
1690,1921,75159828,0,0.0,75159828,1.0,2021
1691,Dragon Wars: D-War,75108817,10977721,0.1461575543121655,64131096,0.8538424456878345,2007
1692,Larry Crowne,75055070,35608245,0.47442824315532584,39446825,0.5255717568446742,2011
1693,Easy A,75026216,58401464,0.7784140946146078,16624752,0.22158590538539222,2010
1694,The Kite Runner,75011029,15800078,0.21063673183312817,59210951,0.7893632681668719,2007
1695,Animal World,74922830,0,0.0,74922830,1.0,2018
1696,Boo! A Madea Halloween,74827344,73206343,0.9783367828744529,1621001,0.021663217125547047,2016
1697,A Madea Family Funeral,74747725,73257045,0.9800571856869222,1490680,0.019942814313077754,2019
1698,Crimson Peak,74679822,31090320,0.4163148648104705,43589502,0.5836851351895295,2014
1699,Escape from Planet Earth,74597643,57012977,0.7642731687916735,17584666,0.23572683120832652,2013
1700,From Hell,74558115,31602566,0.4238648737297074,42955549,0.5761351262702926,2001
1701,The King and the Clown,74466867,0,0.0,74466867,1.0,2005
1702,Thermae Romae,74285251,0,0.0,74285251,1.0,2012
1703,Hubble 3D,74249729,52522904,0.7073817602755156,21726825,0.29261823972448436,2010
1704,One Piece Film Z,74223861,0,0.0,74223861,1.0,2012
1705,August: Osage County,74188937,37738810,0.5086851426379111,36450127,0.4913148573620889,2013
1706,Eternal Sunshine of the Spotless Mind,74036715,34400301,0.4646384027168142,39636414,0.5353615972831858,2004
1707,Miracles from Heaven,73983003,61705123,0.8340445845378837,12277880,0.16595541546211634,2016
1708,Divine Secrets of the Ya-Ya Sisterhood,73839240,69599016,0.94257492357722,4240224,0.05742507642278008,2002
1709,Cats,73833415,27166770,0.3679468164922346,46666645,0.6320531835077654,2019
1710,Obsessed,73830347,68261644,0.9245743352662287,5568703,0.07542566473377132,2009
1711,Crying Out Love in the Center of the World,73611055,0,0.0,73611055,1.0,2004
1712,Perfect Stranger,73534117,23984949,0.3261744341065522,49549168,0.6738255658934478,2007
1713,The Core,73498611,31186896,0.4243195289772211,42311715,0.575680471022779,2003
1714,Charlie's Angels,73279888,17803077,0.24294629107511737,55476811,0.7570537089248827,2019
1715,War Room,73267874,67790117,0.9252365777666758,5477757,0.07476342223332426,2015
1716,To Rome with Love,73244881,16685867,0.22780932636097806,56559014,0.7721906736390219,2012
1717,"Dude, Where's My Car?",73180723,46729800,0.6385534070222291,26450923,0.36144659297777093,2000
1718,Here Comes the Boom,73100172,45290318,0.6195651359069305,27809854,0.3804348640930694,2012
1719,My Old Classmate,73052128,0,0.0,73052128,1.0,2014
1720,Without a Paddle,73029190,58169327,0.7965215963644127,14859863,0.20347840363558736,2004
1721,Bayside Shakedown the Final,72867395,0,0.0,72867395,1.0,2012
1722,The Best Man Holiday,72835710,70525195,0.9682777170703766,2310515,0.0317222829296234,2013
1723,Lady in the Water,72785169,42285169,0.580958587868361,30500000,0.4190414121316391,2006
1724,The Bélier Family,72751538,0,0.0,72751538,1.0,2014
1725,The One,72689126,43905746,0.6040208269941229,28783380,0.3959791730058771,2001
1726,"Yours, Mine & Ours",72662923,53412862,0.7350772552874043,19250061,0.26492274471259575,2005
1727,The Transporter Refueled,72629670,16029670,0.22070415575342694,56600000,0.779295844246573,2015
1728,Lord of War,72617068,24149632,0.3325613752403223,48467436,0.6674386247596777,2005
1729,Diary of a Wimpy Kid: Rodrick Rules,72526996,52698535,0.7266057868989914,19828461,0.27339421310100864,2011
1730,Amazing China,72506343,0,0.0,72506343,1.0,2018
1731,Serial (Bad) Weddings 2,72464368,0,0.0,72464368,1.0,2019
1732,Doctor Sleep,72381712,31581712,0.4363217051290525,40800000,0.5636782948709476,2019
1733,Second Act,72282227,39282227,0.5434562357908536,33000000,0.45654376420914644,2018
1734,Boys Over Flowers: Final,72243609,0,0.0,72243609,1.0,2008
1735,What Men Want,72216294,54611903,0.7562268841987377,17604391,0.24377311580126224,2019
1736,Around the World in 80 Days,72178895,24008137,0.33261990225813237,48170758,0.6673800977418676,2004
1737,Babylon A.D.,72109200,22532572,0.3124784632196724,49576628,0.6875215367803276,2008
1738,The Adventures of Sharkboy and Lavagirl 3-D,71992655,39177684,0.5441900149397185,32814971,0.4558099850602815,2005
1739,"O Brother, Where Art Thou?",71868327,45512588,0.6332774102282915,26355739,0.36672258977170846,2000
1740,Rules of Engagement,71732303,61335230,0.8550573093965769,10397073,0.14494269060342313,2000
1741,Funny People,71585235,51855045,0.7243818505310488,19730190,0.27561814946895125,2009
1742,Run All Night,71561644,26461644,0.3697741208963841,45100000,0.6302258791036159,2015
1743,Superhero Movie,71538062,25881068,0.36178039041650306,45656994,0.638219609583497,2008
1744,The Royal Tenenbaums,71441250,52364010,0.7329660385281612,19077240,0.2670339614718387,2001
1745,Brick Mansions,71416730,20396829,0.28560295325759105,51019901,0.714397046742409,2014
1746,Holes,71406573,67406573,0.9439827479187385,4000000,0.05601725208126148,2003
1747,Tidal Wave,71283278,0,0.0,71283278,1.0,2009
1748,Down to Earth,71186502,64186502,0.9016667513737365,7000000,0.09833324862626344,2001
1749,Pokémon: Zoroark: Master of Illusions,71143529,0,0.0,71143529,1.0,2010
1750,xXx: State of the Union,71022693,26873932,0.37838514515353566,44148761,0.6216148548464644,2005
1751,The Counselor,71009334,16973715,0.23903498376706364,54035619,0.7609650162329363,2013
1752,Anacondas: The Hunt for the Blood Orchid,70992898,32238923,0.45411476229636377,38753975,0.5458852377036362,2004
1753,Son of God,70829270,59700064,0.842872784090532,11129206,0.15712721590946793,2014
1754,I Am Not Madame Bovary,70826207,436798,0.006167180461887504,70389409,0.9938328195381125,2016
1755,Taxi 2004 Re-release,70778329,36611066,0.5172637799911891,34167263,0.4827362200088109,2004
1756,Brotherhood of the Wolf,70752904,11260096,0.15914676802523894,59492808,0.840853231974761,2001
1757,The Grudge 2,70711175,39143839,0.5535735900301473,31567336,0.4464264099698527,2006
1758,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,70642966,65281781,0.9241087215958628,5361185,0.07589127840413722,2008
1759,A Turtle's Tale: Sammy's Adventures,70627617,0,0.0,70627617,1.0,2010
1760,Children of Men,70455770,35552383,0.5046056980145133,34903387,0.4953943019854868,2006
1761,Departures,70442129,1498210,0.021268664381225617,68943919,0.9787313356187743,2008
1762,The House Bunny,70439696,48237389,0.6848040485580744,22202307,0.3151959514419256,2008
1763,Hitman's Wife's Bodyguard,70339504,38014727,0.5404463329738578,32324777,0.45955366702614225,2021
1764,Spirited Away 2018 Re-release,70186029,1175067,0.016742178133485795,69010962,0.9832578218665142,2018
1765,Think Like a Man Too,70181428,65182182,0.9287668241803231,4999246,0.07123317581967696,2014
1766,License to Wed,70181325,43799818,0.6240950566265313,26381507,0.37590494337346864,2007
1767,A Cinderella Story,70067909,51438175,0.7341188817265832,18629734,0.2658811182734167,2004
1768,See You Tomorrow,70065569,0,0.0,70065569,1.0,2016
1769,3:10 to Yuma,70016220,53606916,0.7656356769902746,16409304,0.23436432300972546,2007
1770,The Hills Have Eyes,70008952,41778863,0.5967645823351276,28230089,0.40323541766487236,2006
1771,The Cabin in the Woods,69935600,42073277,0.6016002865493397,27862323,0.39839971345066033,2012
1772,Sole a catinelle,69903094,0,0.0,69903094,1.0,2013
1773,Curious George,69865924,58360760,0.8353251006885702,11505164,0.1646748993114297,2006
1774,The Brave One,69787394,36793804,0.5272270805813439,32993590,0.472772919418656,2007
1775,The Dilemma,69721966,48475290,0.6952656785380952,21246676,0.3047343214619048,2011
1776,After,69518232,12138565,0.1746098059570905,57379667,0.8253901940429095,2019
1777,Exit,69501772,470699,0.006772474808268198,69031073,0.9932275251917319,2019
1778,Because I Said So,69485490,42674040,0.6141431829868366,26811450,0.3858568170131635,2007
1779,Mr. Magorium's Wonder Emporium,69474661,32061555,0.46148559112796533,37413106,0.5385144088720346,2007
1780,The Last Exorcism,69432527,41034350,0.5909960615433167,28398177,0.40900393845668326,2010
1781,A Very Long Engagement,69424389,6524389,0.0939783423949183,62900000,0.9060216576050817,2004
1782,Playing with Fire,69412425,44451847,0.6404018732957392,24960578,0.3595981267042608,2019
1783,13 Hours,69411370,52853219,0.7614490104431018,16558151,0.23855098955689824,2015
1784,The X Files: I Want to Believe,69363381,20982478,0.302500796493758,48380903,0.697499203506242,2008
1785,Finding Nemo 2012 3D Release,69328283,41128283,0.5932396017942634,28200000,0.4067603982057366,2012
1786,E.T. the Extra-Terrestrial 20th Anniversary,69177751,35306015,0.5103666206205518,33871736,0.4896333793794482,2002
1787,The Men Who Stare at Goats,69095771,32428195,0.4693224278516264,36667576,0.5306775721483736,2009
1788,Takers,69055695,57744720,0.8362050371080908,11310975,0.1637949628919092,2010
1789,Anna Karenina,68929150,12816367,0.18593536986891612,56112783,0.8140646301310839,2012
1790,John Tucker Must Die,68844775,41011711,0.5957127610628403,27833064,0.40428723893715973,2006
1791,Bestseller,68813389,0,0.0,68813389,1.0,2010
1792,Running Man,68782475,310978,0.004521180722269735,68471497,0.9954788192777303,2015
1793,Land of the Lost,68777554,49438370,0.718815472850343,19339184,0.28118452714965697,2009
1794,House of Wax,68766121,32064800,0.46628775236573256,36701321,0.5337122476342675,2005
1795,The Nut Job 2: Nutty by Nature,68743485,28370522,0.41270124725273966,40372963,0.5872987527472603,2017
1796,The Sweetest Thing,68696770,24718164,0.35981551971075204,43978606,0.6401844802892479,2002
1797,Letters from Iwo Jima,68673228,13756082,0.20031215075545888,54917146,0.7996878492445412,2006
1798,Tales from Earthsea,68625104,0,0.0,68625104,1.0,2006
1799,The Call,68572631,51872378,0.7564589143444124,16700253,0.24354108565558757,2013
1800,One Direction: This Is Us,68532898,28873374,0.4213067715303678,39659524,0.5786932284696322,2013
1801,Looney Tunes: Back in Action,68514844,20991364,0.3063768779799017,47523480,0.6936231220200983,2003
1802,Dan in Real Life,68471669,47642963,0.6958054870840085,20828706,0.3041945129159916,2007
1803,Thir13en Ghosts,68467960,41867960,0.6114971148548898,26600000,0.3885028851451102,2001
1804,Pokémon 3 the Movie: Spell of the Unown,68411275,17052128,0.24925902930474544,51359147,0.7507409706952546,2001
1805,Ghost Ship,68349884,30113491,0.4405785238786945,38236393,0.5594214761213054,2002
1806,Stalingrad,68316452,1013945,0.014841886109659207,67302507,0.9851581138903408,2013
1807,Open Range,68296293,58331254,0.8540910705065646,9965039,0.1459089294934353,2003
1808,Star Wars: The Clone Wars,68282844,35161554,0.514939799519774,33121290,0.485060200480226,2008
1809,The Watch,68267862,35353000,0.5178571433802922,32914862,0.4821428566197078,2012
1810,Moonrise Kingdom,68263166,45512466,0.6667207026407185,22750700,0.3332792973592816,2012
1811,Saw VI,68234154,27693292,0.40585675027201185,40540862,0.5941432497279882,2009
1812,Frequency,68106245,45010278,0.6608832714239348,23095967,0.33911672857606523,2000
1813,Fearless,68072848,24633730,0.3618730628105937,43439118,0.6381269371894063,2006
1814,The Yin-Yang Master: Dream of Eternity,68000000,0,0.0,68000000,1.0,2020
1815,Shoplifters,67999335,3313513,0.04872860889007223,64685822,0.9512713911099278,2018
1816,Prime,67937494,22827153,0.33600228174445174,45110341,0.6639977182555482,2005
1817,Legion,67918658,40168080,0.591414512342102,27750578,0.4085854876578981,2010
1818,The American,67876281,35606376,0.5245775913975016,32269905,0.4754224086024984,2010
1819,A Beautiful Day in the Neighborhood,67760877,61704055,0.9106147637374882,6056822,0.08938523626251177,2019
1820,Jersey Boys,67647013,47047013,0.6954780545890474,20600000,0.30452194541095257,2014
1821,Bandits,67631903,41575141,0.614726765857823,26056762,0.38527323414217696,2001
1822,The Secret of the Gods,67537798,0,0.0,67537798,1.0,2012
1823,12 Strong,67450815,45819713,0.6793055502739292,21631102,0.32069444972607075,2018
1824,The Next Three Days,67448651,21148651,0.3135518751887269,46300000,0.6864481248112732,2010
1825,Star Trek: Nemesis,67336470,43254409,0.6423622889646576,24082061,0.35763771103534236,2002
1826,American Assassin,67234188,36249674,0.5391553773208356,30984514,0.4608446226791644,2017
1827,Boogeyman,67192859,46752382,0.6957939086949702,20440477,0.3042060913050299,2005
1828,War,67179155,4654000,0.06927744178979328,62525155,0.9307225582102068,2019
1829,The Girl Who Played with Fire,67153225,7638241,0.11374347248400951,59514984,0.8862565275159905,2009
1830,"Lust, Caution",67091915,4604982,0.06863691400074062,62486933,0.9313630859992593,2007
1831,When a Stranger Calls,67062123,47860214,0.7136698311802625,19201909,0.2863301688197375,2006
1832,Skyline,66984887,21393620,0.31937980279044137,45591267,0.6806201972095586,2010
1833,The Giver,66980456,45090374,0.6731870263767687,21890082,0.32681297362323125,2014
1834,Madea's Witness Protection,66899242,65653242,0.9813749758181116,1246000,0.018625024181888338,2012
1835,Mulan,66800000,0,0.0,66800000,1.0,2020
1836,Selma,66787908,52076908,0.779735577284439,14711000,0.22026442271556101,2014
1837,A Violent Prosecutor,66736633,0,0.0,66736633,1.0,2015
1838,Thirteen Days,66579890,34592089,0.5195576171723925,31987801,0.48044238282760754,2000
1839,Victoria & Abdul,66558465,22245070,0.33421849497280326,44313395,0.6657815050271968,2017
1840,Take the Lead,66499627,34742066,0.5224400130845847,31757561,0.47755998691541535,2006
1841,Street Kings,66476363,26418667,0.39741444639502915,40057696,0.6025855536049708,2008
1842,Not Another Teen Movie,66468332,38252284,0.5754963732202577,28216048,0.4245036267797423,2001
1843,"Love, Simon",66316289,40826341,0.615630663531248,25489948,0.38436933646875204,2018
1844,Mile 22,66308758,36108758,0.5445548836851989,30200000,0.4554451163148011,2018
1845,One Piece Film: Gold,66207073,423593,0.00639800221949096,65783480,0.9936019977805091,2016
1846,August Rush,66122026,31664162,0.47887464912221533,34457864,0.5211253508777847,2007
1847,Barbershop 2: Back in Business,65991448,65111277,0.9866623475211516,880171,0.013337652478848471,2004
1848,Bad Company,65977295,30160161,0.45712939580199524,35817134,0.5428706041980048,2002
1849,Flags of Our Fathers,65900249,33602376,0.50989755744322,32297873,0.49010244255678004,2006
1850,Life of the Party,65859911,53059911,0.8056480823364611,12800000,0.1943519176635389,2018
1851,Beijing Love Story,65842375,428318,0.0065052027664554936,65414057,0.9934947972335445,2014
1852,Stuck on You,65784503,33832741,0.5142965205650334,31951762,0.4857034794349666,2003
1853,Sweet November,65754228,25288103,0.384585201121972,40466125,0.6154147988780281,2001
1854,K-19: The Widowmaker,65716126,35168966,0.5351649304464478,30547160,0.4648350695535522,2002
1855,16 Blocks,65664721,36895141,0.5618715870276827,28769580,0.43812841297231736,2006
1856,The Age of Adaline,65663276,42629776,0.6492179281460158,23033500,0.35078207185398425,2015
1857,Matchstick Men,65565672,36906460,0.5628930334154129,28659212,0.43710696658458714,2003
1858,Taxi 3,65497208,497208,0.007591285417845597,65000000,0.9924087145821544,2003
1859,Taking Lives,65470529,32682342,0.4991916591967662,32788187,0.5008083408032338,2004
1860,Eiga Doraemon: Nobita no getsumen tansaki,65406606,0,0.0,65406606,1.0,2019
1861,Moonlight,65336603,27854932,0.42632966394044086,37481671,0.5736703360595592,2016
1862,Underdog,65270477,43760605,0.6704502098245735,21509872,0.32954979017542646,2007
1863,The House That Never Dies,65220000,0,0.0,65220000,1.0,2014
1864,Taxi 4,65125001,0,0.0,65125001,1.0,2007
1865,Something Borrowed,65100369,39046489,0.5997890580312993,26053880,0.40021094196870066,2011
1866,Space Chimps,65097693,30105968,0.4624736547883502,34991725,0.5375263452116498,2008
1867,Zathura: A Space Adventure,65079104,29258869,0.44958930288898874,35820235,0.5504106971110112,2005
1868,Stand by Me Doraemon 2,65066630,0,0.0,65066630,1.0,2020
1869,28 Weeks Later,65048678,28638916,0.440268993629663,36409762,0.559731006370337,2007
1870,K-PAX,65001485,50338485,0.7744205382384726,14663000,0.22557946176152746,2001
1871,The Benchwarmers,64962629,59843754,0.921202773366823,5118875,0.07879722663317705,2006
1872,The Pirates,64858224,415775,0.006410520892462304,64442449,0.9935894791075377,2014
1873,The Bank Job,64822796,30060660,0.4637359363517735,34762136,0.5362640636482264,2008
1874,Lions for Lambs,64811540,15002854,0.2314843004810563,49808686,0.7685156995189437,2007
1875,Hot Tub Time Machine,64735752,50287556,0.7768127262969,14448196,0.22318727370309996,2010
1876,God's Not Dead,64667874,60755732,0.9395040882277961,3912142,0.060495911772203925,2014
1877,The Darkest Hour,64626786,21443494,0.3318050506178661,43183292,0.6681949493821339,2011
1878,Happy Death Day 2U,64600152,28148130,0.43572854131984085,36452022,0.5642714586801592,2019
1879,L Storm,64517456,0,0.0,64517456,1.0,2018
1880,Monster Trucks,64493915,33370166,0.5174157282900255,31123749,0.4825842717099745,2016
1881,Monk Comes Down the Mountain,64455686,0,0.0,64455686,1.0,2015
1882,Miracle,64445708,64378093,0.9989508222952567,67615,0.0010491777047433478,2004
1883,Baby Mama,64444713,60494212,0.9386993778682823,3950501,0.061300622131717775,2008
1884,Kiss of the Dragon,64437847,36845124,0.5717932195965517,27592723,0.4282067804034483,2001
1885,Capernaum,64417003,1661096,0.025786607923997954,62755907,0.974213392076002,2018
1886,Fences,64414761,57682904,0.8954920130806664,6731857,0.10450798691933359,2016
1887,Zhongkui: Snow Girl and the Dark Crystal,64325947,165428,0.002571714956641058,64160519,0.9974282850433589,2015
1888,Isle of Dogs,64241499,32015231,0.49835747139088393,32226268,0.5016425286091161,2018
1889,Suck Me Shakespeer 3,64236772,0,0.0,64236772,1.0,2017
1890,Thunder and the House of Magic,64197205,4091,6.372551577595941e-05,64193114,0.9999362744842241,2013
1891,The Danish Girl,64191523,11114018,0.1731384064528271,53077505,0.8268615935471729,2015
1892,The Boy,64188367,35819556,0.5580381255064488,28368811,0.4419618744935511,2015
1893,The Grandmaster,64076736,6594959,0.10292282990194757,57481777,0.8970771700980524,2013
1894,The Rescue,64042765,18797,0.0002935070027035841,64023968,0.9997064929972964,2020
1895,The Pirate Fairy,63998725,0,0.0,63998725,1.0,2014
1896,The Inbetweeners 2,63852235,0,0.0,63852235,1.0,2014
1897,Hanna,63782078,40259119,0.6311979832328448,23522959,0.3688020167671552,2011
1898,High Crimes,63781810,41543917,0.651344278251119,22237893,0.34865572174888104,2002
1899,Precious,63649529,47566524,0.7473193399435839,16083005,0.25268066005641615,2009
1900,"Hail, Caesar!",63647656,30498085,0.4791705919225054,33149571,0.5208294080774947,2016
1901,Elite Squad 2: The Enemy Within,63618850,100119,0.0015737316848701288,63518731,0.9984262683151298,2010
1902,Footloose 2011 Re-release,63543328,51802742,0.815234952755386,11740586,0.18476504724461396,2011
1903,Conan the Barbarian,63523283,21295021,0.33523174487061697,42228262,0.664768255129383,2011
1904,Begin Again,63464861,16170632,0.25479661887229216,47294229,0.7452033811277078,2014
1905,Colombiana,63458440,36665854,0.5777931824356224,26792586,0.42220681756437756,2011
1906,Side Effects,63414135,32172757,0.5073436229950941,31241378,0.49265637700490594,2013
1907,Madea's Family Reunion,63368939,63318000,0.9991961519191602,50939,0.0008038480808397313,2006
1908,The Host,63365859,26627201,0.42021368320754554,36738658,0.5797863167924544,2013
1909,The Hundred Regiments Offensive,63230000,0,0.0,63230000,1.0,2015
1910,Detective Conan: Crimson Love Letter,63144805,0,0.0,63144805,1.0,2017
1911,Jeepers Creepers 2,63102666,35667218,0.5652252156826464,27435448,0.43477478431735356,2003
1912,The Longest Ride,62944815,37446117,0.5949039170263667,25498698,0.4050960829736333,2015
1913,Unfriended,62882090,32482090,0.5165555088897331,30400000,0.4834444911102668,2015
1914,Piglet's Big Movie,62870546,23103423,0.36747609922140645,39767123,0.6325239007785936,2003
1915,The Mountain Between Us,62832209,30348555,0.48300951825519933,32483654,0.5169904817448007,2017
1916,The Star,62812974,40852824,0.65038830990553,21960150,0.34961169009446996,2017
1917,Inkheart,62803180,17303424,0.27551827789611927,45499756,0.7244817221038807,2008
1918,Little Nicholas,62792067,0,0.0,62792067,1.0,2009
1919,The Nice Guys,62788218,36261763,0.5775249585837904,26526455,0.4224750414162097,2016
1920,The Reaping,62771059,25126214,0.4002834172353218,37644845,0.5997165827646782,2007
1921,Beauty and the Beast 2012 3D Release,62767829,47617067,0.7586221757008674,15150762,0.2413778242991326,2012
1922,Proof of Life,62761005,32598931,0.5194137824912141,30162074,0.4805862175087859,2000
1923,Devil,62695489,33601190,0.5359427055429777,29094299,0.46405729445702226,2010
1924,Runner Runner,62675095,19316646,0.3082028994132358,43358449,0.6917971005867641,2013
1925,After the Sunset,62657868,28331233,0.45215762847213375,34326635,0.5478423715278662,2004
1926,How to Be a Latin Lover,62547032,32149404,0.5140036700702281,30397628,0.4859963299297719,2017
1927,The White Haired Witch of Lunar Kingdom,62515046,0,0.0,62515046,1.0,2014
1928,Andhadhun,62475342,1193046,0.019096270013215774,61282296,0.9809037299867842,2018
1929,Snow Day,62464731,60020107,0.9608639313599221,2444624,0.03913606864007787,2000
1930,Year One,62357900,43337279,0.6949765627129842,19020621,0.30502343728701575,2009
1931,Like Mike,62274780,51432760,0.8259003082788892,10842020,0.17409969172111087,2002
1932,Honey,62228395,30308417,0.4870512408362774,31919978,0.5129487591637226,2003
1933,28 Days,62198945,37170488,0.5976064063466028,25028457,0.40239359365339716,2000
1934,47 Meters Down,62187529,44307191,0.7124771109654477,17880338,0.28752288903455225,2017
1935,Two Brothers,62172050,19176754,0.30844654470939914,42995296,0.6915534552906009,2004
1936,Captain Corelli's Mandolin,62112895,25543895,0.41124946760250025,36569000,0.5887505323974997,2001
1937,Brooklyn,62076141,38322743,0.6173506017392415,23753398,0.3826493982607585,2015
1938,Snakes on a Plane,62022014,34020814,0.5485280436072263,28001200,0.4514719563927737,2006
1939,Friday Night Lights,61950770,61255921,0.9887838520812574,694849,0.011216147918742576,2004
1940,The Imaginarium of Doctor Parnassus,61808775,7689607,0.12440963277463435,54119168,0.8755903672253657,2009
1941,"Dragon Ball Z: Resurrection ""F""",61768190,8008363,0.1296518968744268,53759827,0.8703481031255732,2015
1942,Valiant,61746888,19478106,0.3154508126790131,42268782,0.6845491873209869,2005
1943,White Snake,61631776,34730,0.000563508018980339,61597046,0.9994364919810197,2019
1944,"Everything, Everything",61621140,34121140,0.5537245821807256,27500000,0.4462754178192744,2017
1945,Woman in Gold,61619773,33307793,0.540537418078447,28311980,0.459462581921553,2015
1946,Ninja Assassin,61601280,38122883,0.6188651112444417,23478397,0.38113488875555834,2009
1947,The Face Reader,61559184,515876,0.008380163063889865,61043308,0.9916198369361101,2013
1948,Krampus,61548707,42725475,0.694173396688902,18823232,0.305826603311098,2015
1949,From Up on Poppy Hill,61459425,1002895,0.0163180016734618,60456530,0.9836819983265382,2011
1950,Bombshell,61404394,31762808,0.5172725587032094,29641586,0.48272744129679057,2019
1951,A History of Violence,61385065,31504633,0.5132296104923894,29880432,0.4867703895076107,2005
1952,Ashfall,61354854,372562,0.006072249801132279,60982292,0.9939277501988677,2019
1953,Astérix and Obélix: God Save Britannia,61319383,0,0.0,61319383,1.0,2012
1954,In Good Company,61315215,45806659,0.7470683907738072,15508556,0.2529316092261929,2004
1955,The Legend of Hercules,61279452,18848538,0.30758333152195944,42430914,0.6924166684780406,2013
1956,The Walk,61181942,10137502,0.16569434817874856,51044440,0.8343056518212515,2014
1957,Doraemon: Great Adventure in the Antarctic Kachi Kochi,61153455,0,0.0,61153455,1.0,2017
1958,Crossroads,61141030,37191304,0.6082871682076668,23949726,0.39171283179233324,2002
1959,My Super Ex-Girlfriend,61108981,22530295,0.36869040575230666,38578686,0.6313095942476933,2006
1960,Ma,61105672,45896028,0.7510927627144007,15209644,0.24890723728559927,2019
1961,Marie Antoinette,60917189,15962471,0.2620355807947737,44954718,0.7379644192052263,2006
1962,Snatched,60845711,45852178,0.7535811028652455,14993533,0.24641889713475448,2017
1963,Kick-Ass 2,60795985,28795985,0.4736494523445915,32000000,0.5263505476554085,2013
1964,Zoolander,60780981,45172250,0.7431971195068404,15608731,0.2568028804931595,2001
1965,127 Hours,60738797,18335230,0.301870153931432,42403567,0.698129846068568,2010
1966,Taxi 2,60726164,626164,0.010311272090231156,60100000,0.9896887279097688,2000
1967,500 Days of Summer,60722734,32391374,0.5334307575808428,28331360,0.4665692424191572,2009
1968,The Wild Thornberrys,60694737,40108697,0.660826605114048,20586040,0.339173394885952,2002
1969,Why Did I Get Married Too?,60673972,60095852,0.9904716968257822,578120,0.009528303174217769,2010
1970,Love You Forever,60670799,0,0.0,60670799,1.0,2020
1971,What a Beautiful Day,60661950,0,0.0,60661950,1.0,2011
1972,The Founding of an Army,60600361,0,0.0,60600361,1.0,2017
1973,Evangelion: 3.0 You Can (Not) Redo,60488344,174945,0.002892210109107963,60313399,0.997107789890892,2012
1974,21 Grams,60427839,16290476,0.2695856126842464,44137363,0.7304143873157536,2003
1975,Limit of Love: Umizaru,60369589,0,0.0,60369589,1.0,2006
1976,The Ghost Writer,60331447,15541549,0.2576027888076346,44789898,0.7423972111923653,2010
1977,My Little Pony: The Movie,60330833,21885107,0.3627516132588456,38445726,0.6372483867411544,2017
1978,Secretariat,60321861,59713955,0.9899222936772458,607906,0.0100777063227542,2010
1979,The Perfect Guy,60273173,57027435,0.9461495415215655,3245738,0.05385045847843451,2015
1980,3 Idiots,60262836,6532874,0.10840634848316796,53729962,0.891593651516832,2009
1981,The International,60253843,25450527,0.42238844416944493,34803316,0.5776115558305551,2009
1982,A Haunted House,60159584,40041683,0.6655910885288037,20117901,0.33440891147119634,2013
1983,The Crimson Rivers,60094966,594966,0.009900429929521884,59500000,0.9900995700704781,2001
1984,Beautiful Creatures,60052138,19452138,0.323920823601651,40600000,0.676079176398349,2013
1985,Morning Glory,60040976,31011732,0.5165094584738262,29029244,0.4834905415261737,2010
1986,My Best Summer,60011073,0,0.0,60011073,1.0,2019
1987,Forever Young,59981902,149761,0.0024967697756566637,59832141,0.9975032302243433,2015
1988,Son of the Mask,59981548,17018422,0.28372762236813226,42963126,0.7162723776318677,2005
1989,Keeping the Faith,59945183,37047880,0.6180293085434404,22897303,0.3819706914565596,2000
1990,Adrift,59945012,31445012,0.5245642790095696,28500000,0.47543572099043035,2018
1991,Green Zone 2010 Re-release,59828889,0,0.0,59828889,1.0,2010
1992,Next Friday,59827328,57328603,0.9582343874692181,2498725,0.04176561253078192,2000
1993,Good Luck Chuck,59768495,35017297,0.5858821942898177,24751198,0.41411780571018225,2007
1994,Quartet,59520298,18390117,0.3089721929819639,41130181,0.6910278070180361,2012
1995,The Flintstones in Viva Rock Vegas,59468275,35268275,0.5930603334298834,24200000,0.4069396665701166,2000
1996,Rock of Ages,59418613,38518613,0.6482583664482373,20900000,0.35174163355176263,2012
1997,Miss Granny,59396311,234573,0.003949285671967069,59161738,0.9960507143280329,2015
1998,One Day,59389433,13843771,0.23310158559688557,45545662,0.7668984144031145,2011
1999,Molly's Game,59284015,28780744,0.48547224745152634,30503271,0.5145277525484736,2017
2000,Jeepers Creepers,59217789,37904175,0.6400808885316539,21313614,0.3599191114683461,2001
2001,The Devotion of Suspect X,59035664,686435,0.011627463019641822,58349229,0.9883725369803582,2017
2002,The Gift,58978653,43787265,0.742425653566554,15191388,0.257574346433446,2015
