Date,NIO,ETSY,PINS,WKHS,DIS,CRSR,IWDA.AS,SXR8.DE,My Portfolio,Portfolio Return,Market Return
2020-09-23,17.959999084472656,115.08999633789062,39.54999923706055,22.469999313354492,123.27999877929688,14.25,54.23500061035156,283.760009765625,572.71999168396,,
2020-09-24,17.850000381469727,113.68000030517578,38.4900016784668,22.1299991607666,122.48999786376953,15.579999923706055,53.619998931884766,280.2799987792969,576.9899940490723,0.007455654468350614,-0.01226392326812531
2020-09-25,18.31999969482422,118.27999877929688,39.900001525878906,24.809999465942383,124.0,17.25,54.0,282.7200012207031,607.3599948883057,0.05263522964429512,0.008705588882664372
2020-09-29,20.850000381469727,123.2300033569336,40.560001373291016,27.100000381469727,125.4000015258789,18.780000686645508,54.63999938964844,286.239990234375,652.3200073242188,0.07402531087708741,0.0124504421281606
2020-09-30,21.219999313354492,121.62999725341797,41.5099983215332,25.280000686645508,124.08000183105469,20.100000381469727,54.959999084472656,289.260009765625,656.6999969482422,0.0067144799712488545,0.010550655513847707
2020-10-01,21.760000228881836,131.69000244140625,44.529998779296875,25.079999923706055,123.30999755859375,20.950000762939453,55.084999084472656,289.67999267578125,666.4700031280518,0.014877426869517096,0.001451921786549626
2020-10-02,21.18000030517578,131.6300048828125,43.81999969482422,23.6200008392334,122.55000305175781,20.899999618530273,54.88999938964844,287.8299865722656,653.4000015258789,-0.019610787493554493,-0.006386378591172526
2020-10-09,21.469999313354492,146.6699981689453,43.38999938964844,26.770000457763672,124.9800033569336,18.110000610351562,56.19499969482422,295.1400146484375,657.1599998474121,0.005754512263165701,0.025397034420305387
2020-10-16,28.479999542236328,147.58999633789062,44.060001373291016,22.809999465942383,126.80999755859375,19.200000762939453,56.82500076293945,300.70001220703125,703.5900020599365,0.0706525081004703,0.01883850810679344
2020-10-23,27.15999984741211,137.84500122070312,53.0,20.34000015258789,128.35000610351562,24.670000076293945,55.650001525878906,293.4599914550781,714.2700061798096,0.015179300570793641,-0.02407722134367052
2020-10-30,30.579999923706055,121.58999633789062,58.95000076293945,15.380000114440918,121.25,24.040000915527344,53.51499938964844,281.989990234375,703.8800039291382,-0.014546323044196008,-0.03908540024086693
2020-11-06,41.630001068115234,146.27999877929688,64.73999786376953,17.290000915527344,127.45999908447266,27.079999923706055,56.505001068115234,297.25,835.0700168609619,0.1863812186729359,0.054115430668094655
2020-11-13,44.560001373291016,124.91999816894531,62.31999969482422,19.219999313354492,138.36000061035156,29.18000030517578,57.970001220703125,303.44000244140625,888.7200145721436,0.06424610706639022,0.020824230248633224
2020-11-20,49.25,140.05999755859375,66.8499984741211,25.780000686645508,141.07000732421875,40.33000183105469,58.529998779296875,304.19000244140625,1039.3300113677979,0.1694684426210007,0.002471658298067725
2020-11-27,54.0,160.5500030517578,69.72000122070312,27.18000030517578,147.1300048828125,38.77000045776367,59.209999084472656,306.7300109863281,1076.1300010681152,0.03540741564066563,0.008350072403878972
2020-12-04,43.040000915527344,155.02999877929688,67.30999755859375,22.06999969482422,154.13999938964844,35.68000030517578,59.154998779296875,306.7200012207031,941.0500030517578,-0.1255238659662712,-3.263379932338939e-05
2020-12-11,41.97999954223633,170.02000427246094,71.12999725341797,21.780000686645508,175.72000122070312,33.2599983215332,58.72999954223633,303.3999938964844,912.4799861907959,-0.030359722404028844,-0.010824228322266483
2020-12-18,46.720001220703125,190.75999450683594,70.36000061035156,21.149999618530273,172.88999938964844,38.70000076293945,59.28499984741211,305.0799865722656,987.550012588501,0.08227032650994293,0.005537220532556786
2021-01-04,53.4900016784668,172.0800018310547,68.06999969482422,21.420000076293945,177.67999267578125,34.75,59.30500030517578,304.3500061035156,1015.4900150299072,0.028292240479215636,-0.002392751084565492
2021-01-05,53.20000076293945,174.97999572753906,68.41999816894531,22.43000030517578,178.44000244140625,35.900001525878906,59.41999816894531,305.07000732421875,1026.7300109863281,0.011068544042838191,0.0023657013512865532
2021-01-06,50.5,167.57000732421875,67.11000061035156,23.649999618530273,179.1199951171875,37.88999938964844,60.27000045776367,309.7699890136719,1028.5599956512451,0.0017823426269181208,0.015406239802715715
2021-01-07,54.279998779296875,170.7899932861328,71.37999725341797,27.600000381469727,178.5800018310547,39.43000030517578,60.79999923706055,312.79998779296875,1091.4499912261963,0.06114373088672531,0.00978144716001883
2021-01-08,58.91999816894531,175.64999389648438,71.87000274658203,25.565000534057617,178.69000244140625,38.310001373291016,61.099998474121094,314.010009765625,1111.754991531372,0.01860369276503815,0.0038683568410402547
2021-01-15,56.27000045776367,204.4199981689453,69.75,23.34000015258789,171.44000244140625,38.130001068115234,61.2599983215332,315.20001220703125,1078.8100051879883,-0.029633315428612694,0.003789695883562594
2021-01-22,61.95000076293945,213.58999633789062,73.08000183105469,23.510000228881836,172.77999877929688,38.380001068115234,61.65999984741211,318.3599853515625,1128.4500141143799,0.04601367125598865,0.010025295121041111
2021-01-26,59.849998474121094,205.05999755859375,69.69999694824219,31.91390037536621,169.76499938964844,38.685001373291016,61.84000015258789,319.94000244140625,1156.5244998931885,0.02487880316155766,0.004962988951324965
