Date,Portfolio Return,Market Return
2020-09-30,0.07045357394430207,0.01944276325654737
2020-10-31,-0.011087414719592514,-0.023861535862061523
2020-11-30,0.27712101086201635,0.08576139161867458
2020-12-31,-0.04372571655676283,-0.005319641589033086
2021-01-31,0.06034173355537431,0.048681633502156596
